total_accuracy.mean,total_accuracy.std,acc_per_class.Not_Water.mean,acc_per_class.Not_Water.std,acc_per_class.Open_Surface_Water.mean,acc_per_class.Open_Surface_Water.std,acc_per_class.Partial_Surface_Water.mean,acc_per_class.Partial_Surface_Water.std,confusion_matrix.Not_Water_OPERA_DSWx.Not_Water_OPERA_Validation.mean,confusion_matrix.Not_Water_OPERA_DSWx.Not_Water_OPERA_Validation.std,confusion_matrix.Not_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.mean,confusion_matrix.Not_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.std,confusion_matrix.Not_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.mean,confusion_matrix.Not_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.std,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Not_Water_OPERA_Validation.mean,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Not_Water_OPERA_Validation.std,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.mean,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.std,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.mean,confusion_matrix.Open_Surface_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.std,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Not_Water_OPERA_Validation.mean,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Not_Water_OPERA_Validation.std,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.mean,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Open_Surface_Water_OPERA_Validation.std,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.mean,confusion_matrix.Partial_Surface_Water_OPERA_DSWx.Partial_Surface_Water_OPERA_Validation.std,precision.Not_Water.mean,precision.Not_Water.std,precision.Open_Surface_Water.mean,precision.Open_Surface_Water.std,precision.Partial_Surface_Water.mean,precision.Partial_Surface_Water.std,recall.Not_Water.mean,recall.Not_Water.std,recall.Open_Surface_Water.mean,recall.Open_Surface_Water.std,recall.Partial_Surface_Water.mean,recall.Partial_Surface_Water.std,f1_per_class.Not_Water.mean,f1_per_class.Not_Water.std,f1_per_class.Open_Surface_Water.mean,f1_per_class.Open_Surface_Water.std,f1_per_class.Partial_Surface_Water.mean,f1_per_class.Partial_Surface_Water.std,supp_per_class.Not_Water.mean,supp_per_class.Not_Water.std,supp_per_class.Open_Surface_Water.mean,supp_per_class.Open_Surface_Water.std,supp_per_class.Partial_Surface_Water.mean,supp_per_class.Partial_Surface_Water.std,dswx_id,planet_id
0.9738260869565218,0.005169595154294742,0.9961449275362321,0.0033736023372129905,0.9747246376811595,0.0049963760286812,0.976782608695652,0.004291243588269506,166.69,0.5807518637703432,1.02,0.942594742444943,0.0,0.0,0.0,0.0,164.28,1.7237497298950133,6.0,0.0,0.31,0.5807518637703432,1.7,1.4529663145135576,5.0,0.0,0.9939467121010973,0.005568755356552037,0.9647603294460627,0.0003581215039685602,0.7455970418470419,0.15815900540144598,0.9981437125748502,0.00347755607048111,0.9837125748502993,0.010321854670030007,0.45454545454545436,1.6737241846796128e-16,0.9960312244537195,0.0034702024705533336,0.9741195319328513,0.005253057467402491,0.5589185809890144,0.04528310726350724,167.0,0.0,167.0,0.0,11.0,0.0,OPERA_L3_DSWx_HLS_T54KUG_20210924T005709Z_20221026T042950Z_S2B_30_v0.0,20210924_000522_94_2421
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T54JTN_20210911T004659Z_20221026T043210Z_S2B_30_v0.0,20210911_001230_44_2262
0.9834574468085105,0.0016726916900809694,0.9994148936170214,0.0016726916900809694,0.9840425531914893,1.1158161231197418e-16,0.9834574468085105,0.0016726916900809694,166.89,0.3144660377352202,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.11,0.3144660377352202,3.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.8072426470588236,0.015029626803521568,0.9993413173652695,0.0018830301660791773,0.625,0.0,1.0,0.0,0.9996696696696697,0.0009443424556613353,0.7692307692307695,2.2316322462394835e-16,0.8932643678160921,0.009397835610477873,167.0,0.0,8.0,0.0,13.0,0.0,OPERA_L3_DSWx_HLS_T40UCC_20211027T073019Z_20221026T043826Z_S2B_30_v0.0,20211028_063039_20_2429
0.7738323353293411,0.017501556102501547,0.8577844311377244,0.013651184758123639,0.9131337325349301,0.010715008457323968,0.7767465069860278,0.0169897709499301,166.9,0.30151134457776363,1.46,1.2425129310547973,69.69,6.560818808223821,0.0,0.0,123.97,5.454041222484999,0.49,0.6275654418770873,0.1,0.30151134457776363,41.57,5.236343469377551,96.82,6.529467006880377,0.7016892866847837,0.02025342254163494,0.9961224202460532,0.004911669660764635,0.6994641190382864,0.03085609630395168,0.9994011976047904,0.0018054571531602756,0.7423353293413174,0.03265892947595807,0.5797604790419161,0.039098604831619026,0.8243283265487992,0.013956706469609875,0.850285571899088,0.0212507191964983,0.6334487314956485,0.0313451514392389,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T18UXG_20210902T154154Z_20221026T070608Z_L8_30_v0.0,20210903_150800_60_2458
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T50KPU_20211028T021349Z_20221026T043632Z_S2B_30_v0.0,20211028_012421_73_245f
0.9203592814371255,0.0072078841535748225,0.9427145708582835,0.004552482566426828,0.9776447105788425,0.004704635936038238,0.9203592814371255,0.0072078841535748225,166.81,0.4648231987117317,0.0,0.0,28.51,2.2405581916346224,0.0,0.0,156.58,2.327612033346145,0.78,0.4163331998932266,0.19,0.4648231987117318,10.42,2.3276120333461456,137.71,2.2887295227446227,0.8541455977329135,0.009836260332704476,0.9950498238164126,0.0026434431527819604,0.9286499214848392,0.015222016845848035,0.9988622754491017,0.002783372447375648,0.9376047904191617,0.013937796606863137,0.824610778443114,0.013704967202063599,0.9208213996205151,0.005849462858939944,0.9654192197606486,0.007512856515599115,0.8734557885559228,0.01144518582029348,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T30TYN_20210905T105621Z_20221026T050553Z_S2A_30_v0.0,20210906_101112_28_225a
0.900853242320819,0.0007475867356914214,0.9861774744027306,0.0007475867356914457,0.9146757679180887,0.0,0.900853242320819,0.0007475867356914214,166.95,0.2190429135575903,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.05,0.21904291355759034,25.0,0.0,85.0,0.0,0.9766013071895423,3.0140063785020437e-05,1.0,0.0,0.7723791973791971,0.0015248687675999389,0.9997005988023951,0.0013116342129197126,0.32432432432432434,0.0,0.9550561797752812,3.3474483693592255e-16,0.9880155566870928,0.0006576710308210178,0.489795918367347,0.0,0.8540577889447236,0.0009356104347937157,167.0,0.0,37.0,0.0,89.0,0.0,OPERA_L3_DSWx_HLS_T50RQU_20210925T023551Z_20221026T043626Z_S2A_30_v0.0,20210926_020646_15_2231
0.8286626746506986,0.01574911894863503,0.9742115768463075,0.007073642756296456,0.8541716566866269,0.014235476677654907,0.828942115768463,0.015758774826782448,160.72,2.730597300255315,0.0,0.0,6.64,2.401682911643585,0.14,0.4025173313289777,160.16,2.4234544173826156,66.08,6.60376384872271,6.14,2.628591818730126,6.84,2.4234544173826156,94.28,6.749605300843281,0.9605204555435313,0.013712038249586634,0.708037459250763,0.020980617429409584,0.8794002272045095,0.03161536065286489,0.9623952095808385,0.016350882037456972,0.9590419161676647,0.014511703098099498,0.5645508982035927,0.0404167982086424,0.9613390542345751,0.010665323213980544,0.8144593707211366,0.01575453745071977,0.6868718145796865,0.03421931362954767,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T21UWT_20210917T150721Z_20221026T051628Z_S2A_30_v0.0,20210917_140704_93_2262
0.5264361702127659,0.006632205470818466,0.5777925531914893,0.011542632422593851,0.9372606382978722,0.00963082934736122,0.5378191489361702,0.004150947067884046,162.57,2.2439818505180797,1.0,0.0,153.32,3.524459984425725,3.28,1.7700082748194406,34.0,0.0,12.31,3.4544510885569544,1.15,1.1135075167680684,7.0,0.0,1.37,1.0015644328406001,0.513055494184609,0.00693732539501604,0.6893104636695042,0.05118395444471842,0.13668006993006993,0.09412881195920794,0.9734730538922157,0.013437017068970528,0.8095238095238096,1.1158161231197418e-16,0.008203592814371259,0.0059973918134167675,0.6719384243826948,0.008216130872156259,0.7435964749478147,0.0295949675975846,0.01546569403279527,0.011260966694137715,167.0,0.0,42.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T11VLG_20211020T192429Z_20221026T064105Z_S2B_30_v0.0,20211021_182217_09_2456
0.8601796407185627,0.012613099352066937,0.9518862275449104,0.00897956578062735,0.90751497005988,0.009447744502421506,0.8609580838323352,0.012474650692215369,160.77,2.469429247433667,,,9.84,2.0336562088410064,0.26,0.5049252369900864,,,30.63,3.0736909014368634,5.97,2.371782775751931,,,126.53,3.2144088480503292,0.9424640334320107,0.011128986202396428,0.0,0.0,0.9551822532468832,0.01717636908874698,0.962694610778443,0.014787001481638726,0.0,0.0,0.7576646706586827,0.019247957173954066,0.9523786136531045,0.008991461292136061,0.0,0.0,0.8448647491265331,0.014615117201297954,167.0,0.0,0.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T04VCM_20210928T220529Z_20221026T064152Z_S2B_30_v0.0,20210928_211311_91_2457
0.9775547445255478,0.0013097455521264296,0.9994525547445257,0.0013097455521264296,0.9781021897810223,3.3474483693592255e-16,0.9775547445255478,0.0013097455521264296,249.85,0.3588702812826367,0.0,0.0,0.0,0.0,,,,,,,0.15,0.3588702812826367,6.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.7454999999999999,0.010766108438479112,0.9994,0.001435481125130548,0.0,0.0,1.0,0.0,0.9996993987975952,0.0007191789204060864,0.0,0.0,0.8541528239202658,0.007153560424238612,250.0,0.0,6.0,0.0,18.0,0.0,OPERA_L3_DSWx_HLS_T20HLJ_20211021T141049Z_20221026T053537Z_S2B_30_v0.0,20211021_133031_75_245a
0.83725,0.005340535961367326,0.9941041666666669,0.0020312297655039747,0.8431458333333332,0.004832119535851121,0.83725,0.005340535961367326,166.17,0.9749902874419113,0.0,0.0,2.0,0.0,0.0,0.0,157.71,2.319417377208546,66.0,0.0,0.83,0.9749902874419113,9.29,2.319417377208546,78.0,0.0,0.9881068741665324,6.93849729238267e-05,0.7049436072489326,0.0030774131033436797,0.8858906121543714,0.025505562115341763,0.9950299401197605,0.00583826519426294,0.9443712574850299,0.013888726809632006,0.5342465753424657,1.1158161231197418e-16,0.9915480491209108,0.002942681251750947,0.8072577815180721,0.007104182700480092,0.6664036981227577,0.007264405255289465,167.0,0.0,167.0,0.0,146.0,0.0,OPERA_L3_DSWx_HLS_T41UNA_20211011T070819Z_20221026T043705Z_S2B_30_v0.0,20211011_065101_82_2274
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T11RQN_20210914T180951Z_20221026T064929Z_S2A_30_v0.0,20210915_172340_12_245f
0.662055888223553,0.004049019413281762,0.996127744510978,0.0026887238529474046,0.6626147704590819,0.004115658188261615,0.665369261477046,0.0033251675023043387,165.32,1.293964232250426,0.03,0.17144660799776532,0.23,0.42295258468165076,1.63,1.2922066320051062,165.27,1.3915691310404403,165.67,1.0055904341291844,0.05434782608695652,0.22794497286530102,1.8478260869565217,1.3171296014456209,1.1956521739130435,0.9635001489507872,0.9984387151102981,0.002779241185923324,0.4969493620352113,0.0031028640211597687,0.36641666666666667,0.3142427262549537,0.9899401197604787,0.007748288815870804,0.9896407185628742,0.0083327492876673,0.00658682634730539,0.005865806523405775,0.9941535589404253,0.0040889035384396475,0.6616447264593842,0.0042549215326137995,0.012886496965474122,0.011407924527189157,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T35LPK_20210924T080651Z_20221026T045725Z_S2A_30_v0.0,20210924_082025_48_2424
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T19HGB_20211004T141739Z_20221026T053825Z_S2B_30_v0.0,20211004_135131_16_2276
0.8026347305389223,0.014020303054123008,0.9222954091816368,0.00901727218405942,0.8727744510978045,0.01112459436503533,0.8101996007984031,0.014014029977931388,163.88,1.634724206807752,3.67,1.6820802416632625,32.14,3.9054998774714216,0.12,0.3265986323710904,117.63,4.802472006554267,14.25,2.782974936097969,3.0,1.5827351342061329,45.7,4.78950873674889,120.61,4.718103967750716,0.8210294859512998,0.017394041823505322,0.89140288503474,0.019542986180912273,0.7127478097615123,0.023090069185458088,0.981317365269461,0.009788767705435623,0.7043712574850299,0.02875731740451657,0.7222155688622756,0.028252119567369553,0.8939305304534872,0.011325277041608258,0.7865838036728467,0.020813999418561685,0.7171672903809931,0.021369468449601622,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T52VFP_20210910T023549Z_20221026T043103Z_S2B_30_v0.0,20210911_005129_82_106a
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T33JYG_20210905T082559Z_20221026T050209Z_S2B_30_v0.0,20210904_093422_44_1065
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T35PRM_20210928T081701Z_20221026T070819Z_L8_30_v0.0,20210929_073913_09_2453
0.9955731225296444,0.0012909036852612197,0.9995256916996047,0.0012909036852612192,0.9960474308300395,0.0,0.9955731225296444,0.0012909036852612197,249.88,0.32659863237109044,0.0,0.0,0.0,0.0,,,,,,,0.12,0.3265986323710904,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.6466666666666667,0.05443310539518173,0.99952,0.001306394529484363,0.0,0.0,1.0,0.0,0.9997595190380761,0.0006545062772967751,0.0,0.0,0.7839999999999998,0.04354648431614541,250.0,0.0,1.0,0.0,2.0,0.0,OPERA_L3_DSWx_HLS_T12SXH_20210921T175632Z_20221026T071404Z_L8_30_v0.0,20210922_171337_39_2420
0.7809181636726547,0.015619288248469363,0.8369660678642714,0.012012552146702498,0.9439520958083831,0.00917400717566357,0.7809181636726547,0.015619288248469363,166.96,0.1969463855669324,0.0,0.0,81.64,5.987394165151389,0.0,0.0,144.22,4.356766477723374,5.3,2.3505855707147796,0.04,0.19694638556693236,22.78,4.356766477723374,80.06,6.208205713555099,0.6719914335074568,0.01647041582427508,0.964824730877265,0.014796123862849403,0.7787173727735861,0.03683753576361081,0.9997604790419161,0.0011793196740534965,0.8635928143712573,0.026088422022295665,0.47940119760479044,0.03717488451230599,0.8036314993206407,0.011769535638789538,0.9111277153216474,0.015357992301585138,0.5927433223019948,0.034168309499578366,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T11ULP_20211019T190421Z_20221026T064109Z_S2A_30_v0.0,20211019_180019_07_2453
0.6733732534930139,0.011584977653553277,0.9752894211576847,0.005136306127769006,0.693313373253493,0.012034291190160903,0.6781437125748504,0.010826704470796197,166.02,1.044272498203917,2.21,1.4791138488222528,9.19,1.6311054688477538,0.18,0.4114522199392407,134.43,4.759371404042361,120.9,3.0698929011029725,0.8,0.9744203145947593,30.36,4.516009680497091,36.91,2.8144468570415593,0.935905671520993,0.012401256872996395,0.5260380941086916,0.011632365034713269,0.543822880943341,0.0414759808308138,0.9941317365269461,0.006253128731759983,0.8049700598802396,0.02849922996432551,0.2210179640718563,0.016852975191865623,0.9640904236612129,0.007301596467834119,0.6362110412869025,0.016674320138928958,0.313921087506257,0.0213089685088108,167.0,0.0,167.0,0.0,167.0,0.0,OPERA_L3_DSWx_HLS_T19JDK_20211015T143731Z_20221026T054121Z_S2A_30_v0.0,20211016_135440_48_2459
0.54664,0.006475314430179978,0.54664,0.006475314430179978,1.0,0.0,0.54664,0.006475314430179978,249.61,0.6650738547884982,,,226.29,3.251402183922524,,,,,,,0.39,0.6650738547884981,,,23.71,3.2514021839225244,0.5245242710979414,0.003556281320268933,0.0,0.0,0.9846083622678411,0.024871283123942642,0.9984399999999998,0.0026602954191539945,0.0,0.0,0.09483999999999998,0.0130056087356901,0.6877378158204602,0.003162832657667658,0.0,0.0,0.17274236428703227,0.021711386475626586,250.0,0.0,0.0,0.0,250.0,0.0,OPERA_L3_DSWx_HLS_T40WEU_20210925T073033Z_20221028T003934Z_L8_30_v0.0,20210925_072712_16_2254
0.9998,0.0008761716542303621,0.9998,0.0008761716542303621,1.0,0.0,0.9998,0.0008761716542303621,249.95,0.21904291355759034,,,,,,,,,,,1.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.0008761716542303621,0.0,0.0,0.0,0.0,0.9998997995991985,0.0004389637546244299,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T28PFC_20211023T111049Z_20221026T052152Z_S2B_30_v0.0,20211023_115642_67_105d
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T53KMA_20210915T011731Z_20221026T043135Z_S2A_30_v0.0,20210915_011051_87_240a
0.9952962962962962,0.002028943551590842,0.9952962962962962,0.002028943551590842,1.0,0.0,0.9952962962962962,0.002028943551590842,249.73,0.5478147589295218,,,1.0,0.0,,,,,,,0.27,0.5478147589295218,,,19.0,0.0,0.996011627050549,8.757748743371094e-06,0.0,0.0,0.9867316017316017,0.026425154764909344,0.9989200000000001,0.002191259035718089,0.0,0.0,0.95,0.0,0.997462512086193,0.0010995460480799097,0.0,0.0,0.967840614669883,0.013096452348208866,250.0,0.0,0.0,0.0,20.0,0.0,OPERA_L3_DSWx_HLS_T22KGE_20211004T133231Z_20221026T052302Z_S2A_30_v0.0,20211004_132710_80_240c
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T18FYH_20211031T141434Z_20221026T071539Z_L8_30_v0.0,20211030_142613_41_227b
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T48TWT_20211004T035609Z_20221026T043326Z_S2B_30_v0.0,20211005_030345_52_241f
0.8793166287015945,0.004082292570708122,0.8893849658314352,0.0018688970420472958,0.9889293849658313,0.0038036792888946538,0.8803189066059227,0.0037954026142092874,166.88,0.3561863092100634,0.44,0.6562827673397121,48.0,0.0,0.0,0.0,164.14,1.6698152078247543,2.0,0.0,0.12,0.3561863092100634,2.42,1.5710769644682685,55.0,0.0,0.7750383273110224,0.002474371703328439,0.9879607462907554,0.00012197340898413317,0.9566315847074253,0.027053566613938776,0.9992814371257485,0.002132852150958474,0.9828742514970059,0.00999889346002846,0.5238095238095238,0.0,0.87298765268757,0.0020302626662296996,0.9853862053072605,0.005105398471222997,0.6768262526864559,0.006875083912734232,167.0,0.0,167.0,0.0,105.0,0.0,OPERA_L3_DSWx_HLS_T55TCJ_20210916T011649Z_20221026T042735Z_S2B_30_v0.0,20210916_010848_94_2407
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,OPERA_L3_DSWx_HLS_T11TPH_20211015T183339Z_20221026T063844Z_S2B_30_v0.0,20211016_174304_93_245f
